,Month,Temperature (F),Humitdity (%),Snowfall Depth (in),Wind Speed (MPH),Precipitation (in),Max Temperature (F),Max Wind Speed (MPH)
1817,2015-08,78.8,64.0,0.0,4.8,0.05,87.2,11.6
1818,2015-08,82.5,60.4,0.0,5.5,0.0,90.8,11.0
1819,2015-08,82.5,60.4,0.0,5.5,0.0,90.8,11.0
1820,2015-09,79.8,63.9,0.0,3.9,0.0,87.1,8.1
1821,2015-09,79.2,70.2,0.0,4.7,0.0,86.6,12.2
1822,2015-09,82.2,59.4,0.0,4.3,0.0,92.3,7.2
1823,2015-09,77.2,69.6,0.0,7.2,0.0,81.6,13.3
1824,2015-09,71.6,65.5,0.0,4.9,0.0,78.9,9.1
1825,2015-09,72.9,63.6,0.0,4.3,0.0,82.1,10.4
1826,2015-09,78.7,63.6,0.0,5.6,0.0,88.8,10.6
1827,2015-09,82.8,60.8,0.0,6.2,0.0,93.7,12.4
1828,2015-09,79.7,76.8,0.0,6.3,0.04,87.6,12.4
1829,2015-09,72.4,92.7,0.0,5.3,1.05,75.7,8.1
1830,2015-09,72.3,73.4,0.0,5.4,0.0,80.1,11.2
1831,2015-09,71.9,82.8,0.0,6.0,0.12,76.7,12.6
1832,2015-09,69.4,72.0,0.0,6.0,0.0,77.4,10.4
1833,2015-09,66.1,55.0,0.0,7.6,0.0,74.3,13.4
1834,2015-09,71.8,50.6,0.0,3.3,0.0,82.8,6.1
1835,2015-09,74.8,56.6,0.0,3.3,0.0,86.2,7.8
1836,2015-09,75.7,55.8,0.0,4.2,0.0,86.5,10.2
1837,2015-09,74.4,59.8,0.0,3.9,0.0,83.4,8.9
1838,2015-09,73.3,77.0,0.0,5.8,0.0,79.7,11.0
1839,2015-09,70.6,56.4,0.0,8.1,0.0,76.0,11.3
1840,2015-09,64.5,50.7,0.0,6.7,0.0,69.9,10.8
1841,2015-09,65.1,61.6,0.0,5.7,0.0,69.3,9.6
1842,2015-09,66.7,61.3,0.0,4.0,0.0,78.3,6.9
1843,2015-09,69.1,59.3,0.0,5.2,0.0,79.2,9.1
1844,2015-09,67.1,62.7,0.0,5.7,0.0,71.7,9.4
1845,2015-09,64.2,62.0,0.0,6.3,0.0,68.8,11.0
1846,2015-09,62.9,72.8,0.0,4.1,0.0,69.0,6.7
1847,2015-09,69.9,82.3,0.0,3.4,0.0,77.4,7.3
1848,2015-09,74.1,86.2,0.0,4.8,0.16,80.1,10.0
1849,2015-09,69.3,85.2,0.0,9.9,0.95,77.7,15.2
1850,2015-09,69.3,85.2,0.0,9.9,0.95,77.7,15.2
1851,2015-10,56.7,79.0,0.0,8.6,0.05,62.5,11.5
1852,2015-10,49.9,87.2,0.0,10.9,0.94,54.6,14.6
1853,2015-10,50.2,88.2,0.0,11.7,0.18,53.2,13.6
1854,2015-10,55.2,67.8,0.0,9.5,0.0,61.0,12.2
1855,2015-10,56.4,71.3,0.0,5.9,0.0,63.9,8.5
1856,2015-10,61.5,64.2,0.0,3.9,0.0,72.4,5.8
1857,2015-10,63.2,67.0,0.0,3.8,0.0,72.2,7.2
1858,2015-10,62.3,72.1,0.0,3.5,0.0,69.0,7.5
1859,2015-10,65.6,82.6,0.0,5.8,0.45,77.2,10.4
1860,2015-10,56.6,59.1,0.0,4.1,0.0,63.7,9.7
1861,2015-10,58.8,63.5,0.0,3.9,0.0,69.1,6.8
1862,2015-10,62.9,66.1,0.0,4.1,0.0,74.7,9.7
1863,2015-10,65.4,74.3,0.0,4.5,0.0,70.9,9.0
1864,2015-10,61.1,60.3,0.0,5.7,0.0,66.9,8.5
1865,2015-10,56.5,57.3,0.0,5.0,0.0,63.2,7.2
1866,2015-10,56.3,57.3,0.0,6.2,0.0,61.7,10.9
1867,2015-10,47.9,51.9,0.0,7.1,0.0,53.3,11.8
1868,2015-10,41.0,53.5,0.0,6.1,0.0,47.6,11.1
1869,2015-10,43.3,54.8,0.0,4.7,0.0,51.4,8.4
1870,2015-10,57.9,49.8,0.0,7.0,0.0,69.6,9.9
1871,2015-10,63.0,57.9,0.0,3.6,0.0,74.2,7.3
1872,2015-10,64.7,58.9,0.0,5.5,0.0,74.2,9.1
1873,2015-10,53.7,49.3,0.0,7.3,0.0,61.1,10.5
1874,2015-10,49.3,70.3,0.0,4.5,0.0,56.7,7.0
1875,2015-10,57.7,70.1,0.0,6.8,0.0,67.1,11.2
1876,2015-10,50.3,57.2,0.0,3.7,0.0,57.8,7.6
1877,2015-10,50.6,68.6,0.0,4.0,0.0,57.4,6.1
1878,2015-10,59.5,91.3,0.0,11.0,1.19,67.3,18.2
1879,2015-10,64.1,62.0,0.0,9.1,0.05,70.7,13.3
1880,2015-10,52.5,47.6,0.0,7.4,0.0,58.5,10.1
1881,2015-10,48.2,62.2,0.0,3.6,0.0,53.8,5.9
